,class,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
691,0.0,0.015,0.008,0.152,0.03534,0.581,0.4719628428244529,0.005802,0.037,0.086,0.01,0.541,-0.253,-0.728,-1.72,0.0,0.000393046427813713,0.0,16011.0,1.1245,0.185,0.0,0.3113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0286,0.4712,0.4712
692,0.0,0.006,0.014,0.259,0.06892,0.266,0.5854110012120638,0.005554,0.283,0.02,0.003,-0.161,-0.358,-0.375,-2.79,0.0,8.49506155492142e-05,0.0,25909.0,1.0835,0.3251,0.0,0.288,0.0069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0417,0.4434,0.4434
693,0.0,0.001,0.002,0.305,0.75639,17.14,0.9725517885071097,0.013212,0.972,1.0,0.998,0.291,0.482,0.188,2.42,0.0,0.00038304966608515,0.0,16002.0,1.062,0.5368,0.0,0.7349,0.0,0.0,0.0,0.0294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0089,0.0,0.0,0.0,0.2221,0.2221
694,0.0,0.0,0.002,0.009,0.00585,0.062,0.4323125008791637,0.003694,0.02,0.006,0.0,-0.309,-1.473,-1.097,-6.55,0.0,0.000260277365549562,0.0,25916.0,0.7249,0.2306,1.0,0.3454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3947,0.3947
695,0.0,0.004,0.102,0.158,0.73229,12.54,0.7312020566748086,0.01242,0.027,0.397,1.0,0.64,0.897,3.352,2.28,1.0,0.000292267134313295,0.0,25921.0,0.8455,0.309,0.0,0.6063,0.0,0.0,0.0,0.0,3.03,5.35,5.35,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4989,0.4989
696,0.0,0.168,0.058,0.008,0.14368,0.447,0.45217293103519446,0.009137,0.041,0.029,0.008,0.525,0.116,0.269,1.32,0.0,0.000253238152389959,0.0,25921.0,1.1332,0.2664,0.0,0.288,0.0,0.0069,0.0,0.0,2.18,8.75,8.75,0.0,0.0,1.0,0.0,0.0,0.0263,0.08,0.0,0.456,0.456
697,0.0,0.196,0.0,0.569,0.87086,11.85,0.7138593485301312,0.010865,0.028,0.891,0.999,-0.18,0.726,0.424,2.41,0.0,0.000351627088197436,0.0,15990.0,0.4611,0.3114,0.0,0.4074,0.0,0.0,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0895,0.0895
698,0.0,0.011,0.001,0.038,0.10187,0.208,0.5326906112311671,0.007451,0.021,0.0,0.0,0.441,-0.605,-0.47,-4.22,1.0,0.00299558913653508,0.0,25931.0,0.4311,1.9401,0.0,0.384,0.0114,0.0057,0.0312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0141,0.0,0.0,0.0,0.3199,0.3199
699,0.0,0.003,0.019,0.006,0.04784,15.54,0.9228970833756475,0.010044,0.987,0.963,0.7,-0.264,-0.908,-0.865,-4.27,1.0,3.45927072664259e-05,0.0,15980.0,1.0835,0.3251,1.0,0.3909,0.0,0.0,0.0,0.0,4.02,0.51,0.51,-0.51,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1059,0.1059
700,0.0,0.001,0.003,0.07,0.13978,7.564,0.620246950117289,0.007844,0.569,0.991,0.941,0.651,1.442,0.205,4.35,0.0,0.00202672960257353,0.0,25935.0,1.8517,0.8962,0.0,0.1896,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0465,0.0,0.0,0.059,0.059
701,0.0,0.001,0.009,0.015,0.06681,0.198,0.5635952607265922,0.006988,0.113,0.108,0.203,-0.84,-1.595,-0.414,-9.77,0.0,1.58616457704793e-05,0.0,15974.0,0.9026,0.5771,1.0,0.3587,0.0,0.0051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4462,0.4462
702,0.0,0.001,0.0,0.457,0.82142,17.59,0.8475028481892051,0.008162,0.845,1.0,1.0,0.651,1.322,1.449,3.24,1.0,0.00148091121564626,0.0,15969.0,0.4311,1.9401,0.0,0.4074,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0049,0.0,0.0,0.0,0.0846,0.0846
703,0.0,0.129,0.057,0.861,0.73686,9.197,0.8271091804477736,0.010847,0.003,0.093,1.0,-0.153,0.419,1.672,1.54,0.0,0.00176097114331089,0.0,25948.0,0.4611,0.3114,0.0,0.6063,0.0,0.0,0.0,0.0,4.99,5.31,0.0,5.31,0.0,1.0,0.0,0.0,0.0,0.1429,0.0,0.4371,0.4371
704,0.0,0.033,0.0,0.031,0.0195,0.386,0.3142462978950807,0.004926,0.002,0.0,0.0,-0.413,-0.559,-0.315,-1.86,1.0,0.000220951337387058,0.0,15966.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
705,0.0,0.025,0.023,0.066,0.11502,3.199,0.6196230753178958,0.008005,0.365,0.315,0.499,0.457,0.498,1.5,1.97,0.0,0.0102559061777955,0.0,25954.0,0.529,0.9419,0.0,0.175,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4854,0.4854
706,0.0,0.335,0.068,0.176,0.62509,8.916,0.6171345103282416,0.00913,0.011,0.009,1.0,0.64,-0.159,1.231,-0.614,0.0,0.000895626323139895,0.0,25960.0,0.8952,0.5475,0.0,0.6063,0.0161,0.0,0.0,0.0,5.94,7.76,7.76,1.15,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4096,0.4096
707,0.0,0.023,0.012,0.035,0.07213,3.577,0.3364089060523627,0.005928,0.016,0.83,0.923,-0.359,0.148,1.313,1.81,0.0,8.95859015243724e-05,0.0,15947.0,1.0862,0.1724,0.0,0.6904,0.0024,0.0,0.0,0.0,6.14,0.79,-0.6,0.79,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1872,0.1872
708,0.0,0.038,0.001,0.04,0.05626,0.744,0.5127015307620223,0.00709,0.006,0.001,0.193,0.441,0.05,0.376,0.159,1.0,0.000377683049527787,0.0,25976.0,1.1245,0.185,0.0,0.384,0.0,0.0,0.0312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0411,0.0,0.0,0.0,0.2733,0.2733
709,0.0,0.122,0.011,0.062,0.02163,0.818,0.2512136404713036,0.004597,0.002,0.995,0.94,-0.908,0.027,-0.325,-0.175,0.0,0.00433257070562611,0.0,15935.0,1.471,0.9419,0.0,0.6904,0.0024,0.0024,0.0,0.0,4.63,8.18,8.18,0.28,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1915,0.1915
710,0.0,0.051,0.013,0.622,0.04788,2.34,0.48520347106188844,0.007432,0.423,0.0,0.0,0.557,-0.435,-0.524,-2.21,0.0,1.58616457704793e-05,0.0,15929.0,0.9026,0.5771,1.0,0.3587,0.0051,0.0051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4621,0.4621
711,0.0,0.008,0.002,0.102,0.01432,1.333,0.5946355322492104,0.005172,0.233,0.002,0.0,0.538,0.47,-0.501,0.897,0.0,0.00295706065889478,0.0,15929.0,0.4311,1.9401,0.0,0.2771,0.0,0.0062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0185,0.0,0.0,0.1631,0.1631
712,0.0,0.019,0.004,0.103,0.01633,0.465,0.4828410631040315,0.004403,0.012,0.321,0.014,-0.141,0.393,0.57,1.06,0.0,0.00038015965968867,0.0,25990.0,1.3095,0.185,0.0,0.288,0.0069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.4706,0.4706
713,0.0,0.0,0.0,0.008,0.02111,14.6,0.8720485205195386,0.005452,0.99,0.861,0.62,-0.169,-1.606,-1.678,-9.18,0.0,0.00154724007836533,0.0,15924.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
714,0.0,0.01,0.009,0.062,0.01051,0.595,0.3515380024206237,0.004495,0.006,0.004,0.003,0.438,0.726,0.356,1.64,0.0,0.000122851270016413,0.0,15924.0,0.8455,0.309,0.0,0.3113,0.0071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0385,0.0,0.0,0.0286,0.3782,0.3782
715,0.0,0.0,0.0,0.002,0.01663,14.33,0.5550605417602777,0.00334,0.93,0.57,0.376,-0.904,-1.418,-1.018,-6.07,0.0,1.42563707769026e-05,0.0,15912.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
716,0.0,0.074,0.001,0.05,0.0118,0.005,0.388128492099641,0.004759,0.009,0.0,0.0,-1.941,-4.982,-5.332,-8.41,0.0,0.000209584066010353,0.0,15911.0,0.985,0.4361,1.0,0.2771,0.0062,0.0123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0185,0.0,0.0,0.0,0.1445,0.1445
717,0.0,0.005,0.001,0.008,0.04811,0.318,0.7613640058244335,0.005119,0.0,0.0,0.001,-2.69,-0.815,-0.977,-4.06,0.0,4.09843811794279e-05,0.0,15906.0,0.7904,0.3832,0.0,0.4074,0.002,0.0,0.0,0.0,6.09,0.41,0.41,-0.41,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0698,0.0698
718,0.0,0.035,0.001,0.015,0.53945,5.864,0.6021416288658871,0.008751,0.001,0.006,0.999,-0.854,-0.389,0.428,-1.63,1.0,0.00741649891061513,0.0,26014.0,0.4311,1.9401,0.0,0.6063,0.0161,0.0317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.286,0.286
719,0.0,0.002,0.003,0.911,0.10176,5.865,0.5149917947613675,0.007888,0.002,0.017,0.016,0.651,0.435,0.621,2.73,0.0,1.96557935958827e-05,0.0,26015.0,0.9026,0.5771,1.0,0.2601,0.0,0.0069,0.0,0.0,2.94,0.11,0.11,-0.11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0422,0.0422
720,0.0,0.158,0.011,0.18,0.32243,3.477,0.46199355117646884,0.00786,0.036,0.947,0.987,0.581,2.039,1.16,3.02,0.0,0.00127735438022336,0.0,15896.0,0.4679,1.3839,0.0,0.6904,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0101,0.0,0.0,0.0,0.2055,0.2055
721,0.0,0.127,0.001,0.028,0.15166,17.01,0.9555138751473016,0.017244,0.956,0.954,0.956,-0.264,0.279,0.302,1.86,0.0,0.000128568624128182,0.0,15893.0,0.6545,0.6909,1.0,0.3909,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0126,0.0,0.0,0.0719,0.0719
722,0.0,0.15,0.035,0.195,0.0763,3.913,0.5704001452868375,0.009949,0.023,0.001,0.0,0.53,-0.689,-0.527,-3.94,0.0,0.00128494076490952,0.0,26027.0,0.4762,0.1799,0.0,0.2601,0.0,0.0069,0.0,0.0,4.51,1.68,1.68,-1.68,0.0,1.0,0.0,0.0185,0.0,0.0,0.0,0.0552,0.0552
723,0.0,0.325,0.004,0.003,0.00091,0.523,0.3134068166058851,0.003924,0.003,0.069,0.031,-0.2,-0.006,0.856,1.22,0.0,0.000121434929977356,0.0,15875.0,1.3455,0.6909,0.0,0.6904,0.0,0.0,0.0,0.0,5.99,1.97,-1.97,1.97,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2131,0.2131
724,0.0,0.036,0.0,0.212,0.2066,14.88,0.5632373350086027,0.007163,0.481,0.951,0.901,0.604,0.701,1.134,2.84,0.0,0.00312709851824547,0.0,15870.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
725,0.0,0.001,0.002,0.672,0.84323,14.67,0.9361084642351343,0.011757,0.125,1.0,1.0,0.283,1.461,1.427,2.59,1.0,0.00114244165121775,0.0,15868.0,0.7725,1.5988,0.0,0.7349,0.0,0.0,0.0,0.0,4.11,0.14,-0.14,0.14,0.0,1.0,0.0,0.0089,0.0,0.0,0.0,0.158,0.158
726,0.0,0.012,0.011,0.009,0.15732,16.58,0.9661629741917508,0.004936,0.999,0.988,0.921,0.651,-0.588,-0.673,-0.845,1.0,0.000552163827368331,0.0,15858.0,0.9288,0.1425,1.0,0.8031,0.0019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3548,0.3548
727,0.0,0.0,0.006,0.007,0.01494,0.047,0.575115552452845,0.003647,0.022,0.0,0.0,-1.98,-5.383,-4.734,-8.98,0.0,0.000596154762005934,0.0,26061.0,1.062,0.5368,1.0,0.6888,0.0059,0.0,0.0,0.0,8.69,0.64,-0.64,0.64,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1564,0.1564
728,0.0,0.055,0.005,0.009,0.01115,0.072,0.30223815920767105,0.00363,0.093,0.663,0.897,-1.696,-1.099,-0.53,-5.06,1.0,0.000568575985296843,0.0,26065.0,0.8873,0.2255,1.0,0.288,0.0069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.392,0.392
729,0.0,0.031,0.002,0.196,0.33256,15.97,0.9408551554862389,0.007922,0.78,1.0,1.0,0.283,1.098,1.715,1.37,0.0,0.00459796424391928,0.0,26068.0,1.0,0.3455,0.0,0.1403,0.0062,0.0,0.0,0.0857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1136,0.1136
730,0.0,0.05,0.016,0.008,0.05238,3.911,0.8443110408984029,0.006413,0.505,0.006,0.0,-2.312,-1.643,-1.481,-5.26,0.0,0.000299721646152856,0.0,15844.0,1.1457,0.1506,1.0,0.5774,0.0035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0102,0.0,0.0,0.4689,0.4689
731,0.0,0.011,0.0,0.038,0.50083,9.6,0.6498207524858179,0.008188,0.007,0.119,1.0,-0.259,0.411,1.74,1.51,0.0,0.000622884165152625,0.0,26083.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
732,0.0,0.042,0.0,0.095,0.09354,0.456,0.5887312256497371,0.005798,0.035,0.034,0.417,0.441,-2.241,-0.54,-9.7,0.0,0.000361751348760014,0.0,26084.0,0.8952,0.5475,1.0,0.384,0.0057,0.0057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1615,0.1615
733,0.0,0.296,0.004,0.179,0.06259,3.96,0.6428360800178554,0.005731,0.16,0.911,0.17,0.646,2.123,0.492,3.4,0.0,8.95859015243404e-05,0.0,15827.0,0.9138,0.1724,0.0,0.6904,0.0048,0.0024,0.0,0.02,2.77,0.56,-0.56,0.56,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2303,0.2303
734,0.0,0.146,0.006,0.052,0.0153,8.819,0.2803246010924747,0.00344,0.078,0.998,0.999,-2.254,-0.192,0.026,-0.679,0.0,0.00459796424391913,0.0,26089.0,1.3455,0.3455,0.0,0.1403,0.0,0.0062,0.0857,0.0,3.54,1.16,1.16,-1.16,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.137,0.137
735,0.0,0.019,0.001,0.11,0.13305,3.61,0.6460685288570499,0.006702,0.215,0.723,0.446,0.645,0.149,0.206,0.778,0.0,0.000841598683063814,0.0,15825.0,0.7725,1.5988,0.0,0.349,0.0067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.3632,0.3632
736,0.0,0.009,0.01,0.051,0.02781,15.31,0.6958958075705435,0.006747,0.978,0.933,0.4,0.492,-0.34,-0.76,-2.73,1.0,0.00175072774120918,0.0,15818.0,1.8517,1.1269,0.0,0.1586,0.0137,0.0,0.0345,0.0,5.65,3.31,-3.31,3.31,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2056,0.2056
737,0.0,0.009,0.118,0.039,0.02707,9.859,0.6671339039263929,0.004672,0.446,0.364,0.104,-0.514,-0.946,-0.112,-5.49,1.0,0.00133600111385361,0.0,15818.0,1.1005,0.1058,1.0,0.7732,0.0,0.0081,0.1176,0.0,3.7,1.25,1.25,-1.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4959,0.4959
738,0.0,0.035,0.004,0.001,0.10995,0.088,0.7213830773782461,0.005432,0.0,0.0,0.0,-1.98,-1.994,-2.401,-8.98,0.0,0.0008165401141198,0.0,26109.0,1.1245,0.185,1.0,0.6888,0.0059,0.0117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0145,0.0,0.0,0.3333,0.2112,0.2112
739,0.0,0.006,0.0,0.013,0.03152,8.22,0.7962506885935068,0.00514,0.438,0.72,0.723,-1.571,-1.094,-1.087,-3.3,0.0,0.000869923802248308,0.0,26113.0,1.1457,0.1506,1.0,0.1403,0.0062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0137,0.0,0.0,0.1637,0.1637
740,0.0,0.002,0.011,0.052,0.00232,0.197,0.49368896379972704,0.004051,0.0,0.008,0.0,-1.669,-1.051,-1.629,-10.9,0.0,0.000427848296813557,0.0,26114.0,0.9418,0.1163,1.0,0.2601,0.0,0.0,0.0,0.0,6.91,0.1,-0.1,0.1,0.0,1.0,0.0,0.0185,0.0,0.0,0.0,0.1494,0.1494
741,0.0,0.033,0.001,0.017,0.06404,1.295,0.44029399205444464,0.005741,0.064,0.259,0.995,-0.368,-0.132,0.923,0.0777,0.0,0.00075367046244515,0.0,26115.0,0.7725,1.5988,0.0,0.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3867,0.3867
742,0.0,0.021,0.0,0.005,0.02831,0.045,0.3249898623785416,0.005074,0.014,0.001,0.002,-1.023,-1.023,-1.012,-3.61,0.0,1.51130628251927e-05,0.0,15799.0,0.8455,0.309,0.0,0.1824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033,0.0,0.0,0.0,0.1758,0.2433
743,0.0,0.004,0.002,0.055,0.07963,8.195,0.6333543277113894,0.005591,0.979,0.946,0.342,0.651,-0.399,-0.139,-1.86,1.0,0.000751304879861816,0.0,26128.0,0.9288,0.1425,0.0,0.288,0.0,0.0,0.0741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1154,0.326,0.326
744,0.0,0.07,0.003,0.271,0.01299,0.017,0.7005075699972799,0.006452,0.064,0.072,0.0,-1.023,-1.266,-2.834,-7.91,0.0,7.46077411396412e-06,0.0,15773.0,0.9026,0.5771,1.0,0.6904,0.0,0.0048,0.0,0.0,2.16,7.95,7.95,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2497,0.2497
745,0.0,0.021,0.001,0.028,0.15799,4.751,0.5566028728031103,0.006065,0.416,0.904,0.912,-0.341,0.447,0.056,2.62,0.0,0.00082780198334148,0.0,26142.0,2.3713,1.5988,0.0,0.288,0.0,0.0069,0.0,0.0385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0263,0.0,0.0,0.0,0.3113,0.3113
746,0.0,0.046,0.001,0.156,0.00571,0.018,0.26229472232780116,0.003204,0.001,0.0,0.002,-2.327,-1.738,-0.993,-8.35,0.0,7.34357705330868e-05,0.0,15764.0,0.4271,0.4848,1.0,0.6904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.253,0.253
747,0.0,0.037,0.041,0.244,0.04812,3.586,0.44844192561037116,0.005802,0.178,0.722,0.743,0.299,0.263,0.114,0.577,1.0,0.00308605994938338,0.0,26161.0,0.4311,1.9401,0.0,0.149,0.0122,0.0,0.0,0.0,8.49,0.19,-0.19,0.19,0.0,1.0,0.0,0.0357,0.0,0.0,0.0,0.2215,0.2215
748,0.0,0.017,0.042,0.049,0.28739,15.43,0.9340450551789529,0.008583,0.808,0.882,0.997,0.307,-0.035,0.77,1.37,0.0,0.0015077561356652,0.0,15752.0,1.062,0.6349,1.0,0.7732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4493,0.4493
749,0.0,0.021,0.0,0.01,0.02592,0.274,0.47783148309197965,0.004972,0.004,0.001,0.027,-0.455,-1.242,-1.043,-8.3,0.0,0.000189689140171628,0.0,26171.0,0.912,0.4848,1.0,0.384,0.0057,0.0057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0714,0.0714
750,0.0,0.21,0.024,0.078,0.04015,0.047,0.44028653779263627,0.007257,0.0,0.0,0.0,-2.725,-0.873,-1.253,-3.91,0.0,0.000504179549538653,0.0,26177.0,0.4762,0.6243,1.0,0.384,0.0,0.0114,0.0,0.0,2.61,7.75,7.75,0.0,0.0,1.0,0.0,0.0,0.0541,0.0,0.0,0.0652,0.0652
751,0.0,0.004,0.018,0.032,0.00791,2.832,0.3949844689830549,0.003073,0.002,0.006,0.0,-1.945,-0.674,-0.977,-6.43,0.0,0.000908965151802011,0.0,15731.0,0.4517,0.6547,1.0,0.7732,0.0041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4322,0.4322
752,0.0,0.105,0.032,0.006,0.07231,8.857,0.7278717140733264,0.005312,0.948,0.968,0.959,-1.166,-0.423,-0.236,-2.91,0.0,0.000874848497310619,0.0,15725.0,1.1064,0.6547,1.0,0.3587,0.0025,0.0,0.0,0.0,3.17,7.95,7.95,0.0,0.0,1.0,0.0,0.0,0.0075,0.0,0.0,0.4656,0.4656
753,0.0,0.015,0.017,0.082,0.71067,10.43,0.7039758383940828,0.005965,0.954,0.992,0.992,-0.144,0.004,0.25,0.207,0.0,0.000156124841910595,0.0,15722.0,0.912,0.4848,1.0,0.3587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4646,0.4646
754,0.0,0.089,0.049,0.013,0.15679,0.259,0.4349880115442234,0.005853,0.003,0.001,0.006,-0.455,0.016,0.856,0.239,0.0,0.000846218854321849,0.0,26201.0,1.0,0.0,0.0,0.384,0.0,0.0,0.0882,0.0,5.87,4.36,0.0,4.36,0.0,1.0,0.0,0.0,0.0141,0.0,0.0,0.0404,0.0404
755,0.0,0.102,0.018,0.119,0.46486,14.22,0.8434949206602218,0.011605,0.56,0.998,0.998,-0.496,-0.074,0.296,0.519,0.0,0.000386095760374038,0.0,26204.0,0.9138,0.1724,0.0,0.2437,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0385,0.0,0.0,0.0,0.4904,0.4904
756,0.0,0.118,0.0,0.342,0.02457,10.77,0.5110344931272579,0.002589,0.065,0.824,0.998,-0.434,-0.047,0.477,0.0236,0.0,0.000240005472665003,0.0,26205.0,0.9138,0.1724,1.0,0.2893,0.0047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0051,0.2246,0.2246
757,0.0,0.018,0.002,0.585,0.02818,10.9,0.5561201958590893,0.005992,0.862,0.08,0.0,-0.394,-0.603,-0.839,-5.19,1.0,0.000137083825060747,0.0,15704.0,0.4586,0.6767,1.0,0.1586,0.0069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.324,0.324
758,0.0,0.012,0.005,0.126,0.95885,4.076,0.4561492853082534,0.013436,0.004,0.097,0.998,0.651,0.194,0.95,1.53,0.0,0.000179234512059478,0.0,26211.0,0.7904,0.3832,0.0,0.6888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0145,0.0145,0.0,0.0,0.3276,0.3276
759,0.0,0.014,0.004,0.029,0.02311,0.061,0.6459925028997558,0.0055,0.057,0.18,0.006,-0.242,-0.014,-0.344,-0.0496,0.0,0.000913336531653007,0.0,15701.0,1.1457,0.6939,1.0,0.6904,0.0048,0.0024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.2756,0.2756
760,0.0,0.013,0.03,0.249,0.6324,15.43,0.6961072023466763,0.006295,0.41,1.0,0.999,0.53,0.688,0.269,0.451,0.0,0.000608384590166639,0.0,15700.0,2.3713,1.5988,0.0,0.8031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059,0.0,0.0,0.4051,0.4051
761,0.0,0.02,0.007,0.535,0.05304,0.161,0.3319080557524269,0.005755,0.094,0.0,0.133,-0.371,-0.103,0.463,0.192,0.0,0.00051765873288229,0.0,26227.0,0.8873,0.2255,0.0,0.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1429,0.2983,0.2983
762,0.0,0.001,0.0,0.009,0.01426,0.411,0.8328225908927608,0.003437,0.703,0.818,0.452,-1.992,-2.192,-1.758,-7.66,0.0,0.000146215253726351,0.0,15686.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
763,0.0,0.011,0.0,0.057,0.20226,14.01,0.4848344016839282,0.008341,0.187,0.989,0.995,0.507,1.579,0.814,2.21,0.0,0.000285993162854225,0.0,26232.0,1.062,0.5368,0.0,0.2893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0222,0.0,0.0,0.0,0.2329,0.2329
764,0.0,0.039,0.003,0.036,0.00514,0.742,0.4021612116727978,0.005632,0.892,0.146,0.01,-0.148,-1.729,-1.054,-7.82,0.0,0.000578052251718546,0.0,15667.0,0.8873,0.2255,1.0,0.349,0.0067,0.0067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.1949,0.1949
765,0.0,0.075,0.025,0.003,0.04718,0.014,0.25852311005705636,0.006262,0.02,0.151,0.341,-3.016,-3.496,-3.366,-3.25,0.0,0.00158408041632202,0.0,26254.0,1.0,0.0,0.0,0.1403,0.0062,0.0,0.0303,0.0,3.51,0.61,0.61,-0.61,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3207,0.3207
766,0.0,0.169,0.0,0.018,0.37031,6.307,0.4442591088035296,0.005022,0.938,0.79,0.979,-0.933,-1.426,-0.16,-6.8,0.0,0.000345260958018512,0.0,15650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
